Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Private Sector Banks",5874885,3814413,9689298,203255.91,9010890,"Summary","2017-09-06"
"Grand Total",179757157,121717374,301474531,6621109.2,227659144,"Summary","2017-09-06"
"Public Sector Banks",133104874,110732717,243837591,5274801.61,182958265,"Summary","2017-09-13"
"Regional Rural Banks",41156427,7695326,48851753,1168811.1,35985690,"Summary","2017-09-13"
"Private Sector Banks",5906704,3809836,9716540,202998.8,9037226,"Summary","2017-09-13"
"Grand Total",180168005,122237879,302405884,6646611.51,227981181,"Summary","2017-09-13"
"Public Sector Banks",133451415,110874201,244325616,5287406.8,183015964,"Summary","2017-09-20"
"Regional Rural Banks",41184781,7383251,48568032,1172142.57,36017280,"Summary","2017-09-20"
"Private Sector Banks",5919980,3815174,9735154,201051.66,9056189,"Summary","2017-09-20"
"Grand Total",180556176,122072626,302628802,6660601.03,228089433,"Summary","2017-09-20"
"Public Sector Banks",133708572,111089078,244797650,5292851.63,183658288,"Summary","2017-09-27"
"Regional Rural Banks",41147981,7397298,48545279,1181488.28,36066130,"Summary","2017-09-27"
"Private Sector Banks",5948145,3822890,9771035,199907.77,9090599,"Summary","2017-09-27"
"Grand Total",180804698,122309266,303113964,6674247.68,228815017,"Summary","2017-09-27"
"Public Sector Banks",134105242,111400297,245505539,5313106.31,184112294,"Summary","2017-10-04"
"Regional Rural Banks",41231175,7408467,48639642,1186377.51,36026739,"Summary","2017-10-04"
"Private Sector Banks",5911711,3772187,9683898,202119.82,8999849,"Summary","2017-10-04"
"Grand Total",181248128,122580951,303829079,6701603.64,229138882,"Summary","2017-10-04"
"Public Sector Banks",134300076,111538397,245838473,5334090.9,184222770,"Summary","2017-10-11"
"Regional Rural Banks",41456752,7461286,48918038,1193309.05,36048541,"Summary","2017-10-11"
"Private Sector Banks",5904168,3847903,9752071,205670.04,9070736,"Summary","2017-10-11"
"Grand Total",181660996,122847586,304508582,6733069.99,229342047,"Summary","2017-10-11"
"Public Sector Banks",134498434,111650285,246148719,5336238.18,184252786,"Summary","2017-10-18"
"Regional Rural Banks",41482318,7477770,48960088,1189278.6,36062410,"Summary","2017-10-18"
"Private Sector Banks",5909549,3846598,9756147,206111.25,9073926,"Summary","2017-10-18"
"Grand Total",181890301,122974653,304864954,6731628.03,229389122,"Summary","2017-10-18"
"Public Sector Banks",134780812,111886967,246667779,5337540.18,184388593,"Summary","2017-11-01"
"Regional Rural Banks",41549515,7598617,49148132,1182044.02,36149850,"Summary","2017-11-01"
"Private Sector Banks",5960338,3854735,9815073,206887.98,9146323,"Summary","2017-11-01"
"Grand Total",182290665,123340319,305630984,6726472.18,229684766,"Summary","2017-11-01"
"Public Sector Banks",134971897,112016249,246988146,5371130.99,184430622,"Summary","2017-11-08"
"Regional Rural Banks",41580177,7612103,49192280,1186295.57,36172148,"Summary","2017-11-08"
"Private Sector Banks",5969351,3887876,9857227,211345.85,9180196,"Summary","2017-11-08"
"Grand Total",182521425,123516228,306037653,6768772.41,229782966,"Summary","2017-11-08"
"Public Sector Banks",135132583,112091064,247223647,5450501.77,184554647,"Summary","2017-11-15"
"Regional Rural Banks",41653594,7610741,49264335,1189988.08,36207506,"Summary","2017-11-15"
"Private Sector Banks",6034952,3912309,9947261,212393.67,9276923,"Summary","2017-11-15"
"Grand Total",182821129,123614114,306435243,6852883.52,230039076,"Summary","2017-11-15"
"Public Sector Banks",132473618,114969910,247443528,5499178.06,184945658,"Summary","2017-11-22"
"Regional Rural Banks",41681232,7632190,49313422,1192661.28,36241898,"Summary","2017-11-22"
"Private Sector Banks",6033645,3904635,9938280,210832.69,9279015,"Summary","2017-11-22"
"Grand Total",180188495,126506735,306695230,6902672.03,230466571,"Summary","2017-11-22"
"Public Sector Banks",132606865,115018990,247625855,5513390.08,185209954,"Summary","2017-11-29"
"Regional Rural Banks",41741190,7641404,49382594,1193117.61,36320289,"Summary","2017-11-29"
"Private Sector Banks",5987877,3917693,9905570,211182.85,9241565,"Summary","2017-11-29"
"Grand Total",180335932,126578087,306914019,6917690.54,230771808,"Summary","2017-11-29"
"Public Sector Banks",132734358,115065438,247799796,5564664.02,185517150,"Summary","2017-12-06"
"Regional Rural Banks",41766621,7634053,49400674,1203393.6,36359838,"Summary","2017-12-06"
"Private Sector Banks",5990254,3920248,9910502,216058.52,9245069,"Summary","2017-12-06"
"Grand Total",180491233,126619739,307110972,6984116.14,231122057,"Summary","2017-12-06"
"Public Sector Banks",132857316,115099829,247957145,5610633.65,185795360,"Summary","2017-12-13"
"Regional Rural Banks",41826843,7641422,49468265,1213298.31,36392079,"Summary","2017-12-13"
"Private Sector Banks",5994230,3918060,9912290,216092.16,9229904,"Summary","2017-12-13"
"Grand Total",180678389,126659311,307337700,7040024.12,231417343,"Summary","2017-12-13"
"Public Sector Banks",133025507,115176406,248201913,5686530.07,186232114,"Summary","2017-12-20"
"Regional Rural Banks",41863724,7647945,49511669,1221691.24,36410331,"Summary","2017-12-20"
"Private Sector Banks",5984829,3889373,9874202,215071.36,9200338,"Summary","2017-12-20"
"Grand Total",180874060,126713724,307587784,7123292.67,231842783,"Summary","2017-12-20"
"Public Sector Banks",133261941,115240567,248502508,5708964.83,186622941,"Summary","2017-12-27"
"Regional Rural Banks",41908385,7664902,49573287,1227146.09,36437076,"Summary","2017-12-27"
"Private Sector Banks",5986433,3889034,9875467,214005.6,9200453,"Summary","2017-12-27"
"Grand Total",181156759,126794503,307951262,7150116.52,232260470,"Summary","2017-12-27"
"Public Sector Banks",133527523,115387510,248915033,5771809.71,187100549,"Summary","2018-01-03"
"Regional Rural Banks",41951169,7678547,49629716,1235348.58,36435980,"Summary","2018-01-03"
"Private Sector Banks",5987093,3890745,9877838,219535.31,9203253,"Summary","2018-01-03"
"Grand Total",181465785,126956802,308422587,7226693.6,232739782,"Summary","2018-01-03"
"Public Sector Banks",133857918,115887046,249744964,5860095.29,187512401,"Summary","2018-01-10"
"Regional Rural Banks",41991131,7693907,49685038,1245325.67,36443815,"Summary","2018-01-10"
"Private Sector Banks",5990249,3894804,9885053,220427.87,9209874,"Summary","2018-01-10"
"Grand Total",181839298,127475757,309315055,7325848.83,233166090,"Summary","2018-01-10"
"Public Sector Banks",134079117,116022479,250101596,5898213.96,187867867,"Summary","2018-01-17"
"Regional Rural Banks",42058879,7700029,49758908,1250110.8,36451260,"Summary","2018-01-17"
"Private Sector Banks",5991144,3894400,9885544,220646.86,9211301,"Summary","2018-01-17"
"Grand Total",182129140,127616908,309746048,7368971.62,233530428,"Summary","2018-01-17"
"Public Sector Banks",134243915,116142688,250386603,5891354.13,188309460,"Summary","2018-01-24"
"Regional Rural Banks",42051099,7774855,49825954,1249218.9,36516570,"Summary","2018-01-24"
"Private Sector Banks",5992359,3894239,9886598,218282.85,9213730,"Summary","2018-01-24"
"Grand Total",182287373,127811782,310099155,7358855.88,234039760,"Summary","2018-01-24"
"Public Sector Banks",134580619,116050432,250631051,5913881.52,188474612,"Summary","2018-01-31"
"Regional Rural Banks",42081951,7772980,49854931,1255178.91,36504316,"Summary","2018-01-31"
"Private Sector Banks",5994882,3893936,9888818,218812.97,9215114,"Summary","2018-01-31"
"Grand Total",182657452,127717348,310374800,7387873.4,234194042,"Summary","2018-01-31"
"Public Sector Banks",134760548,116182546,250943094,5971958.69,188709087,"Summary","2018-02-07"
"Regional Rural Banks",42108460,7780892,49889352,1262226.86,36426115,"Summary","2018-02-07"
"Private Sector Banks",5996024,3896103,9892127,219293.32,9218253,"Summary","2018-02-07"
"Grand Total",182865032,127859541,310724573,7453478.87,234353455,"Summary","2018-02-07"
"Public Sector Banks",134900302,116304702,251205004,5980679.91,189058489,"Summary","2018-02-14"
"Regional Rural Banks",42166743,7787081,49953824,1265362.99,36487655,"Summary","2018-02-14"
"Private Sector Banks",5997365,3896469,9893834,219014.53,9220124,"Summary","2018-02-14"
"Grand Total",183064410,127988252,311052662,7465057.43,234766268,"Summary","2018-02-14"
"Public Sector Banks",134657799,116843995,251501794,5994929.97,189348955,"Summary","2018-02-21"
"Regional Rural Banks",42187016,7794219,49981235,1263273.88,36528341,"Summary","2018-02-21"
"Private Sector Banks",5999020,3896527,9895547,217620.3,9188287,"Summary","2018-02-21"
"Grand Total",182843835,128534741,311378576,7475824.15,235065583,"Summary","2018-02-21"
"Public Sector Banks",135959387,117027527,252986914,6115600.64,190121463,"Summary","2018-03-07"
"Regional Rural Banks",42381146,7818009,50199155,1278086.49,36697475,"Summary","2018-03-07"
"Private Sector Banks",6001609,3901566,9903175,218001.3,9196279,"Summary","2018-03-07"
"Grand Total",184342142,128747102,313089244,7611688.43,236015217,"Summary","2018-03-07"
"Public Sector Banks",136144637,117140333,253284970,6151449.23,190278176,"Summary","2018-03-14"
"Regional Rural Banks",42431769,7825935,50257704,1289162.22,36706175,"Summary","2018-03-14"
"Private Sector Banks",5995093,3910022,9905115,217229.08,9198972,"Summary","2018-03-14"
"Grand Total",184571499,128876290,313447789,7657840.53,236183323,"Summary","2018-03-14"
"Public Sector Banks",136300409,117264798,253565207,6245414.87,190479799,"Summary","2018-03-21"
"Regional Rural Banks",42470206,7840519,50310725,1297327.7,36719113,"Summary","2018-03-21"
"Private Sector Banks",5997336,3903945,9901281,217127.49,9196675,"Summary","2018-03-21"
"Grand Total",184767951,129009262,313777213,7759870.06,236395587,"Summary","2018-03-21"
"Public Sector Banks",136690128,117492446,254182574,6302187.35,190615766,"Summary","2018-03-28"
"Regional Rural Banks",42508133,7844862,50352995,1329632.41,36722513,"Summary","2018-03-28"
"Private Sector Banks",5997845,3905715,9903560,217579.48,9196730,"Summary","2018-03-28"
"Grand Total",185196106,129243023,314439129,7849399.24,236535009,"Summary","2018-03-28"
"Public Sector Banks",136471991,117421903,253893894,6328705.19,190691989,"Summary","2018-04-04"
"Regional Rural Banks",42572053,7854537,50426590,1350628.91,36730301,"Summary","2018-04-04"
"Private Sector Banks",5957847,3947622,9905469,221876.15,9200597,"Summary","2018-04-04"
"Grand Total",185001891,129224062,314225953,7901210.25,236622887,"Summary","2018-04-04"
"Public Sector Banks",136602267,117542078,254144345,6496731.84,190839888,"Summary","2018-04-11"
"Regional Rural Banks",42605552,7863223,50468775,1337027.45,36740879,"Summary","2018-04-11"
"Private Sector Banks",5960181,3948524,9908705,220810.64,9203887,"Summary","2018-04-11"
"Grand Total",185168000,129353825,314521825,8054569.93,236784654,"Summary","2018-04-11"
"Public Sector Banks",136732264,117650383,254382647,6526745.51,190968640,"Summary","2018-04-18"
"Regional Rural Banks",42653158,7871273,50524431,1350763.63,36750870,"Summary","2018-04-18"
"Private Sector Banks",5960593,3950834,9911427,222754.9,9201656,"Summary","2018-04-18"
"Grand Total",185346015,129472490,314818505,8100264.04,236921166,"Summary","2018-04-18"
"Public Sector Banks",136901595,117780489,254682084,6509868.87,191149122,"Summary","2018-04-25"
"Regional Rural Banks",42758917,7882075,50640992,1355787.14,36740460,"Summary","2018-04-25"
"Private Sector Banks",5964846,3951424,9916270,221510.56,9208102,"Summary","2018-04-25"
"Grand Total",185625358,129613988,315239346,8087166.57,237097684,"Summary","2018-04-25"
"Public Sector Banks",137097336,117895339,254992675,6532812.21,191399597,"Summary","2018-05-02"
"Regional Rural Banks",42773906,7888466,50662372,1371990.76,36795033,"Summary","2018-05-02"
"Private Sector Banks",5967586,3952511,9920097,225928.92,9213221,"Summary","2018-05-02"
"Grand Total",185838828,129736316,315575144,8130731.89,237407851,"Summary","2018-05-02"
"Public Sector Banks",137288457,118035765,255324222,6521825.49,191981000,"Summary","2018-05-09"
"Regional Rural Banks",42836614,7890677,50727291,1371703.29,36788829,"Summary","2018-05-09"
"Private Sector Banks",5973446,3954166,9927612,226830.72,9218189,"Summary","2018-05-09"
"Grand Total",186098517,129880608,315979125,8120359.5,237988018,"Summary","2018-05-09"
"Public Sector Banks",137668579,118345985,256014564,6529760.05,192932309,"Summary","2018-05-23"
"Regional Rural Banks",42991864,7910886,50902750,1356580.75,36814809,"Summary","2018-05-23"
"Private Sector Banks",5851388,3956601,9807989,224516.3,9226029,"Summary","2018-05-23"
"Grand Total",186511831,130213472,316725303,8110857.1,238973147,"Summary","2018-05-23"
"Public Sector Banks",137862058,118493619,256355677,6486548.79,193279433,"Summary","2018-05-30"
"Regional Rural Banks",43050891,7924075,50974966,1361942.96,36848551,"Summary","2018-05-30"
"Private Sector Banks",5980272,3957735,9938007,223220.4,9228728,"Summary","2018-05-30"
"Grand Total",186893221,130375429,317268650,8071712.15,239356712,"Summary","2018-05-30"
"Public Sector Banks",138010099,118625755,256635854,6500661.25,193457673,"Summary","2018-06-06"
"Regional Rural Banks",43113523,7937038,51050561,1372668.24,36840449,"Summary","2018-06-06"
"Private Sector Banks",5981675,3959347,9941022,221884.63,9231928,"Summary","2018-06-06"
"Grand Total",187105297,130522140,317627437,8095214.12,239530050,"Summary","2018-06-06"
"Public Sector Banks",138206078,118771457,256977535,6468120.65,193584301,"Summary","2018-06-13"
"Regional Rural Banks",43165028,7955868,51120896,1366881.72,36852248,"Summary","2018-06-13"
"Private Sector Banks",5982887,3960735,9943622,222827.55,9235771,"Summary","2018-06-13"
"Grand Total",187353993,130688060,318042053,8057829.92,239672320,"Summary","2018-06-13"
"Public Sector Banks",138354608,118833812,257188420,6406334.46,193890671,"Summary","2018-06-20"
"Regional Rural Banks",43226434,7968514,51194948,1371455.09,36862805,"Summary","2018-06-20"
"Private Sector Banks",5983419,3962027,9945446,221389.36,9241483,"Summary","2018-06-20"
"Grand Total",187564461,130764353,318328814,7999178.91,239994959,"Summary","2018-06-20"
"Public Sector Banks",138588637,119063877,257652514,6345475.2,194097516,"Summary","2018-06-27"
"Regional Rural Banks",43296570,7985224,51281794,1363909.95,36874000,"Summary","2018-06-27"
"Private Sector Banks",5986022,3963249,9949271,220100.23,9244213,"Summary","2018-06-27"
"Grand Total",187871229,131012350,318883579,7929485.38,240215729,"Summary","2018-06-27"
"Public Sector Banks",138873571,119275338,258148909,6292137.31,194440561,"Summary","2018-07-04"
"Regional Rural Banks",43378764,8002078,51380842,1378869.53,36885188,"Summary","2018-07-04"
"Private Sector Banks",5988756,3966463,9955219,224201.84,9245507,"Summary","2018-07-04"
"Grand Total",188241091,131243879,319484970,7895208.68,240571256,"Summary","2018-07-04"
"Public Sector Banks",139510952,119761142,259272094,6340208.1,195442091,"Summary","2018-07-18"
"Regional Rural Banks",43609332,8041884,51651216,1394692.47,36920076,"Summary","2018-07-18"
"Private Sector Banks",6012283,3958878,9971161,221362.64,9251800,"Summary","2018-07-18"
"Grand Total",189132567,131761904,320894471,7956263.21,241613967,"Summary","2018-07-18"
"Public Sector Banks",140233140,120250254,260483394,6438861.75,196425033,"Summary","2018-08-01"
"Regional Rural Banks",43926958,8096184,52023142,1407205.75,36970626,"Summary","2018-08-01"
"Private Sector Banks",6029509,3963720,9993229,221414.69,9273220,"Summary","2018-08-01"
"Grand Total",190189607,132310158,322499765,8067482.19,242668879,"Summary","2018-08-01"
"Public Sector Banks",140603970,120503372,261107342,6479842.63,197373420,"Summary","2018-08-08"
"Regional Rural Banks",44071950,8129590,52201540,1418968.95,37008268,"Summary","2018-08-08"
"Private Sector Banks",6036187,3966232,10002419,220866.76,9278214,"Summary","2018-08-08"
"Grand Total",190712107,132599194,323311301,8119678.34,243659902,"Summary","2018-08-08"
"Public Sector Banks",140927273,120742537,261669810,6489724.23,197903528,"Summary","2018-08-15"
"Regional Rural Banks",44278221,8156744,52434965,1412751.49,37043806,"Summary","2018-08-15"
"Private Sector Banks",6038735,3967998,10006733,219978.9,9283965,"Summary","2018-08-15"
"Grand Total",191244229,132867279,324111508,8122454.62,244231299,"Summary","2018-08-15"
"Public Sector Banks",141196046,120953553,262149599,6517196.29,198299931,"Summary","2018-08-22"
"Regional Rural Banks",44442137,8182382,52624519,1415309.37,37077167,"Summary","2018-08-22"
"Private Sector Banks",6039444,3969422,10008866,219806.62,9285577,"Summary","2018-08-22"
"Grand Total",191677627,133105357,324782984,8152312.28,244662675,"Summary","2018-08-22"
"Public Sector Banks",141444500,121163051,262607551,6536903.72,198646175,"Summary","2018-08-29"
"Regional Rural Banks",44581292,8209760,52791052,1447619.95,37116918,"Summary","2018-08-29"
"Private Sector Banks",6044861,3970610,10015471,219411.6,9293158,"Summary","2018-08-29"
"Grand Total",192070653,133343421,325414074,8203935.27,245056251,"Summary","2018-08-29"
"Public Sector Banks",141773617,121369974,263143591,6565742.28,199135473,"Summary","2018-09-05"
"Regional Rural Banks",44731134,8236578,52967712,1462272.67,37143462,"Summary","2018-09-05"
"Private Sector Banks",6047978,3972689,10020667,221083.24,9297348,"Summary","2018-09-05"
"Grand Total",192552729,133579241,326131970,8249098.19,245576283,"Summary","2018-09-05"
"Public Sector Banks",142009599,121612557,263622156,6526974.5,199381469,"Summary","2018-09-12"
"Regional Rural Banks",44914766,8228437,53143203,1453772.74,37034034,"Summary","2018-09-12"
"Private Sector Banks",6052309,3974380,10026689,219886.22,9303167,"Summary","2018-09-12"
"Grand Total",192976674,133815374,326792048,8200633.46,245718670,"Summary","2018-09-12"
"Public Sector Banks",142348903,121800321,264149224,6567002.78,199661213,"Summary","2018-09-19"
"Regional Rural Banks",45014492,8286363,53300855,1704307.38,37223407,"Summary","2018-09-19"
"Private Sector Banks",6053299,3975941,10029240,219511.29,9305212,"Summary","2018-09-19"
"Grand Total",193416694,134062625,327479319,8490821.45,246189832,"Summary","2018-09-19"
"Public Sector Banks",142508707,121972357,264481064,6575593.13,199990486,"Summary","2018-09-26"
"Regional Rural Banks",45157256,8306461,53463717,1710808.23,37240610,"Summary","2018-09-26"
"Private Sector Banks",6058374,3977340,10035714,218999.1,9311031,"Summary","2018-09-26"
"Grand Total",193724337,134256158,327980495,8505400.46,246542127,"Summary","2018-09-26"
"Public Sector Banks",142917303,122223483,265140786,6593060.97,200288368,"Summary","2018-10-03"
"Regional Rural Banks",45298275,8335065,53633340,1722450.76,37270371,"Summary","2018-10-03"
"Private Sector Banks",6062238,3978783,10041021,222348.18,9315577,"Summary","2018-10-03"
"Grand Total",194277816,134537331,328815147,8537859.91,246874316,"Summary","2018-10-03"
"Public Sector Banks",143123695,122461690,265585385,6681194.38,200513583,"Summary","2018-10-10"
"Regional Rural Banks",45387658,8352223,53739881,1713694.29,37285161,"Summary","2018-10-10"
"Private Sector Banks",6066604,3980903,10047507,221490.21,9321036,"Summary","2018-10-10"
"Grand Total",194577957,134794816,329372773,8616378.88,247119780,"Summary","2018-10-10"
"Public Sector Banks",143298274,122583128,265881402,6696061.36,200677737,"Summary","2018-10-17"
"Regional Rural Banks",45469189,8369978,53839167,1730353.57,37298742,"Summary","2018-10-17"
"Private Sector Banks",6093745,4041240,10134985,221677.71,9389194,"Summary","2018-10-17"
"Grand Total",194861208,134994346,329855554,8648092.64,247365673,"Summary","2018-10-17"
"Public Sector Banks",143609439,122900156,266509595,6687347.27,201600079,"Summary","2018-10-24"
"Regional Rural Banks",45569428,8390916,53960344,1649681.81,37358525,"Summary","2018-10-24"
"Private Sector Banks",6109364,4411407,10520771,219535.75,9428199,"Summary","2018-10-24"
"Grand Total",195288231,135702479,330990710,8556564.83,248386803,"Summary","2018-10-24"
"Public Sector Banks",144366299,122874150,267240449,6637820.05,214293021,"Summary","2018-10-31"
"Regional Rural Banks",45684223,8410036,54094259,1591446.54,37383607,"Summary","2018-10-31"
"Private Sector Banks",6117469,4056856,10174325,225307.92,9449984,"Summary","2018-10-31"
"Grand Total",196167991,135341042,331509033,8454574.51,261126612,"Summary","2018-10-31"
"Public Sector Banks",144528988,122985583,267514571,6695207.41,214433469,"Summary","2018-11-07"
"Regional Rural Banks",45715317,8448116,54163433,1542954.35,37443378,"Summary","2018-11-07"
"Private Sector Banks",6150620,4109680,10260300,230752.17,9536698,"Summary","2018-11-07"
"Grand Total",196394925,135543379,331938304,8468913.93,261413545,"Summary","2018-11-07"
"Public Sector Banks",144665752,123066733,267732485,6698100.02,214607239,"Summary","2018-11-14"
"Regional Rural Banks",45816832,8435582,54252414,1494978.79,37441847,"Summary","2018-11-14"
"Private Sector Banks",6180128,4170483,10350611,230671.38,9627951,"Summary","2018-11-14"
"Grand Total",196662712,135672798,332335510,8423750.19,261677037,"Summary","2018-11-14"
"Public Sector Banks",144968690,123312401,268281091,6728519.41,216330809,"Summary","2018-11-21"
"Regional Rural Banks",45898164,8452214,54350378,1445876.12,37462493,"Summary","2018-11-21"
"Private Sector Banks",6189613,4184183,10373796,235535.86,9651067,"Summary","2018-11-21"
"Grand Total",197056467,135948798,333005265,8409931.39,263444369,"Summary","2018-11-21"
"Public Sector Banks",145175437,123582771,268758208,6740778.17,217034714,"Summary","2018-11-28"
"Regional Rural Banks",46121048,8546961,54668009,1453998.58,37483770,"Summary","2018-11-28"
"Private Sector Banks",6198592,4207896,10406488,238959.84,9683280,"Summary","2018-11-28"
"Grand Total",197495077,136337628,333832705,8433736.59,264201764,"Summary","2018-11-28"
"Public Sector Banks",145335588,123724472,269060060,6780371.81,217215284,"Summary","2018-12-05"
"Regional Rural Banks",46345217,8734460,55079677,1458920.01,37501549,"Summary","2018-12-05"
"Private Sector Banks",6205016,4228571,10433587,242162.1,9710941,"Summary","2018-12-05"
"Grand Total",197885821,136687503,334573324,8481453.92,264427774,"Summary","2018-12-05"
"Public Sector Banks",145958004,123927665,269885669,6853823.85,218934073,"Summary","2018-12-12"
"Regional Rural Banks",46418257,8744921,55163178,1455391.38,37523086,"Summary","2018-12-12"
"Private Sector Banks",6206257,4237711,10443968,240254.26,9782195,"Summary","2018-12-12"
"Grand Total",198582518,136910297,335492815,8549469.49,266239354,"Summary","2018-12-12"
"Public Sector Banks",146221197,124153588,270374785,6881688.28,220350083,"Summary","2018-12-19"
"Regional Rural Banks",46536981,8769424,55306405,1470103.5,37670927,"Summary","2018-12-19"
"Private Sector Banks",6210530,4257036,10467566,239601.25,9805236,"Summary","2018-12-19"
"Grand Total",198968708,137180048,336148756,8591393.03,267826246,"Summary","2018-12-19"
"Public Sector Banks",146229322,124314618,270543940,6908371.17,221035028,"Summary","2018-12-26"
"Regional Rural Banks",46723565,8810595,55534160,1483823.55,37851033,"Summary","2018-12-26"
"Private Sector Banks",6213441,4276786,10490227,239884.58,9827742,"Summary","2018-12-26"
"Grand Total",199166328,137401999,336568327,8632079.3,268713803,"Summary","2018-12-26"
"Public Sector Banks",146454077,124566979,271021056,6954037.85,221201338,"Summary","2019-01-02"
"Regional Rural Banks",46932275,8832167,55764442,1501591.73,37877353,"Summary","2019-01-02"
"Private Sector Banks",6213353,4282824,10496177,247712.6,9718172,"Summary","2019-01-02"
"Grand Total",199599705,137681970,337281675,8703342.18,268796863,"Summary","2019-01-02"
"Public Sector Banks",147075884,125072024,272147908,7022736.7,223044932,"Summary","2019-01-16"
"Regional Rural Banks",47285556,8873326,56158882,1526756.57,37122721,"Summary","2019-01-16"
"Private Sector Banks",6215473,4404212,10619685,243963.38,9841754,"Summary","2019-01-16"
"Grand Total",200576913,138349562,338926475,8793456.65,270009407,"Summary","2019-01-16"
"Public Sector Banks",147518495,125480934,272999429,7067006.54,224587695,"Summary","2019-01-23"
"Regional Rural Banks",47713207,8920315,56633522,1547455.71,37225635,"Summary","2019-01-23"
"Private Sector Banks",6217530,4450106,10667636,242229.58,9905043,"Summary","2019-01-23"
"Grand Total",201449232,138851355,340300587,8856691.83,271718373,"Summary","2019-01-23"
